record_id,artifact_code,retrieval_anchor,task_id,execution_id,config_version,sync_mode,source_object,target_object,rows_read,rows_written,dirty_records,duration_ms,checkpoint,completed_at,status,source_uri
RUN-0292,CSV-RUN-667,global:successful-runs,TASK-global-0292,EXEC-global-0292,cfg-v391,FILE,CSV.daily_sales,staging.daily_sales,298381,298381,0,68121,checkpoint-000292,2026-08-13T00:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/292
RUN-0293,CSV-RUN-667,global:successful-runs,TASK-global-0293,EXEC-global-0293,cfg-v392,API,API.inventory,warehouse.inventory,299372,299372,0,68252,checkpoint-000293,2026-08-13T01:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/293
RUN-0294,CSV-RUN-667,global:successful-runs,TASK-global-0294,EXEC-global-0294,cfg-v393,KAFKA,MinIO.parquet/events,lake.events,300363,300363,0,68383,checkpoint-000294,2026-08-13T01:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/294
RUN-0295,CSV-RUN-667,global:successful-runs,TASK-global-0295,EXEC-global-0295,cfg-v394,FULL,MongoDB.profile,warehouse.profile,301354,301354,0,68514,checkpoint-000295,2026-08-13T01:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/295
RUN-0296,CSV-RUN-667,global:successful-runs,TASK-global-0296,EXEC-global-0296,cfg-v395,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,302345,302345,0,68645,checkpoint-000296,2026-08-13T01:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/296
RUN-0297,CSV-RUN-667,global:successful-runs,TASK-global-0297,EXEC-global-0297,cfg-v396,CDC,PostgreSQL.orders,warehouse.order_fact,303336,303336,0,68776,checkpoint-000297,2026-08-13T02:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/297
RUN-0298,CSV-RUN-667,global:successful-runs,TASK-global-0298,EXEC-global-0298,cfg-v397,FILE,MySQL.customer,lake.customer,304327,304327,0,68907,checkpoint-000298,2026-08-13T02:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/298
RUN-0299,CSV-RUN-667,global:successful-runs,TASK-global-0299,EXEC-global-0299,cfg-v398,API,Kafka.payment,warehouse.payment,305318,305318,0,69038,checkpoint-000299,2026-08-13T02:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/299
RUN-0300,CSV-RUN-667,global:successful-runs,TASK-global-0300,EXEC-global-0300,cfg-v399,KAFKA,CSV.daily_sales,staging.daily_sales,306309,306309,0,69169,checkpoint-000300,2026-08-13T02:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/300
RUN-0301,CSV-RUN-667,global:successful-runs,TASK-global-0301,EXEC-global-0301,cfg-v400,FULL,API.inventory,warehouse.inventory,307300,307300,0,69300,checkpoint-000301,2026-08-13T03:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/301
RUN-0302,CSV-RUN-667,global:successful-runs,TASK-global-0302,EXEC-global-0302,cfg-v401,INCREMENTAL,MinIO.parquet/events,lake.events,308291,308291,0,69431,checkpoint-000302,2026-08-13T03:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/302
RUN-0303,CSV-RUN-667,global:successful-runs,TASK-global-0303,EXEC-global-0303,cfg-v402,CDC,MongoDB.profile,warehouse.profile,309282,309282,0,69562,checkpoint-000303,2026-08-13T03:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/303
RUN-0304,CSV-RUN-667,global:successful-runs,TASK-global-0304,EXEC-global-0304,cfg-v403,FILE,PostgreSQL.refund,warehouse.refund_fact,310273,310273,0,69693,checkpoint-000304,2026-08-13T03:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/304
RUN-0305,CSV-RUN-667,global:successful-runs,TASK-global-0305,EXEC-global-0305,cfg-v404,API,PostgreSQL.orders,warehouse.order_fact,311264,311264,0,69824,checkpoint-000305,2026-08-13T04:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/305
RUN-0306,CSV-RUN-667,global:successful-runs,TASK-global-0306,EXEC-global-0306,cfg-v405,KAFKA,MySQL.customer,lake.customer,312255,312255,0,69955,checkpoint-000306,2026-08-13T04:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/306
RUN-0307,CSV-RUN-667,global:successful-runs,TASK-global-0307,EXEC-global-0307,cfg-v406,FULL,Kafka.payment,warehouse.payment,313246,313246,0,70086,checkpoint-000307,2026-08-13T04:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/307
RUN-0308,CSV-RUN-667,global:successful-runs,TASK-global-0308,EXEC-global-0308,cfg-v407,INCREMENTAL,CSV.daily_sales,staging.daily_sales,314237,314237,0,70217,checkpoint-000308,2026-08-13T04:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/308
RUN-0309,CSV-RUN-667,global:successful-runs,TASK-global-0309,EXEC-global-0309,cfg-v408,CDC,API.inventory,warehouse.inventory,315228,315228,0,70348,checkpoint-000309,2026-08-13T05:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/309
RUN-0310,CSV-RUN-667,global:successful-runs,TASK-global-0310,EXEC-global-0310,cfg-v409,FILE,MinIO.parquet/events,lake.events,316219,316219,0,70479,checkpoint-000310,2026-08-13T05:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/310
RUN-0311,CSV-RUN-667,global:successful-runs,TASK-global-0311,EXEC-global-0311,cfg-v410,API,MongoDB.profile,warehouse.profile,317210,317210,0,70610,checkpoint-000311,2026-08-13T05:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/311
RUN-0312,CSV-RUN-667,global:successful-runs,TASK-global-0312,EXEC-global-0312,cfg-v411,KAFKA,PostgreSQL.refund,warehouse.refund_fact,318201,318201,0,70741,checkpoint-000312,2026-08-13T05:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/312
RUN-0313,CSV-RUN-667,global:successful-runs,TASK-global-0313,EXEC-global-0313,cfg-v412,FULL,PostgreSQL.orders,warehouse.order_fact,319192,319192,0,70872,checkpoint-000313,2026-08-13T06:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/313
RUN-0314,CSV-RUN-667,global:successful-runs,TASK-global-0314,EXEC-global-0314,cfg-v413,INCREMENTAL,MySQL.customer,lake.customer,320183,320183,0,71003,checkpoint-000314,2026-08-13T06:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/314
RUN-0315,CSV-RUN-667,global:successful-runs,TASK-global-0315,EXEC-global-0315,cfg-v414,CDC,Kafka.payment,warehouse.payment,321174,321174,0,71134,checkpoint-000315,2026-08-13T06:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/315
RUN-0316,CSV-RUN-667,global:successful-runs,TASK-global-0316,EXEC-global-0316,cfg-v415,FILE,CSV.daily_sales,staging.daily_sales,322165,322165,0,71265,checkpoint-000316,2026-08-13T06:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/316
RUN-0317,CSV-RUN-667,global:successful-runs,TASK-global-0317,EXEC-global-0317,cfg-v416,API,API.inventory,warehouse.inventory,323156,323156,0,71396,checkpoint-000317,2026-08-13T07:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/317
RUN-0318,CSV-RUN-667,global:successful-runs,TASK-global-0318,EXEC-global-0318,cfg-v417,KAFKA,MinIO.parquet/events,lake.events,324147,324147,0,71527,checkpoint-000318,2026-08-13T07:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/318
RUN-0319,CSV-RUN-667,global:successful-runs,TASK-global-0319,EXEC-global-0319,cfg-v418,FULL,MongoDB.profile,warehouse.profile,325138,325138,0,71658,checkpoint-000319,2026-08-13T07:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/319
RUN-0320,CSV-RUN-667,global:successful-runs,TASK-global-0320,EXEC-global-0320,cfg-v419,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,326129,326129,0,71789,checkpoint-000320,2026-08-13T07:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/320
RUN-0321,CSV-RUN-667,global:successful-runs,TASK-global-0321,EXEC-global-0321,cfg-v420,CDC,PostgreSQL.orders,warehouse.order_fact,327120,327120,0,71920,checkpoint-000321,2026-08-13T08:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/321
RUN-0322,CSV-RUN-667,global:successful-runs,TASK-global-0322,EXEC-global-0322,cfg-v421,FILE,MySQL.customer,lake.customer,328111,328111,0,72051,checkpoint-000322,2026-08-13T08:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/322
RUN-0323,CSV-RUN-667,global:successful-runs,TASK-global-0323,EXEC-global-0323,cfg-v422,API,Kafka.payment,warehouse.payment,329102,329102,0,72182,checkpoint-000323,2026-08-13T08:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/323
RUN-0324,CSV-RUN-667,global:successful-runs,TASK-global-0324,EXEC-global-0324,cfg-v423,KAFKA,CSV.daily_sales,staging.daily_sales,330093,330093,0,72313,checkpoint-000324,2026-08-13T08:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/324
RUN-0325,CSV-RUN-667,global:successful-runs,TASK-global-0325,EXEC-global-0325,cfg-v424,FULL,API.inventory,warehouse.inventory,331084,331084,0,72444,checkpoint-000325,2026-08-13T09:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/325
RUN-0326,CSV-RUN-667,global:successful-runs,TASK-global-0326,EXEC-global-0326,cfg-v425,INCREMENTAL,MinIO.parquet/events,lake.events,332075,332075,0,72575,checkpoint-000326,2026-08-13T09:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/326
RUN-0327,CSV-RUN-667,global:successful-runs,TASK-global-0327,EXEC-global-0327,cfg-v426,CDC,MongoDB.profile,warehouse.profile,333066,333066,0,72706,checkpoint-000327,2026-08-13T09:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/327
RUN-0328,CSV-RUN-667,global:successful-runs,TASK-global-0328,EXEC-global-0328,cfg-v427,FILE,PostgreSQL.refund,warehouse.refund_fact,334057,334057,0,72837,checkpoint-000328,2026-08-13T09:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/328
RUN-0329,CSV-RUN-667,global:successful-runs,TASK-global-0329,EXEC-global-0329,cfg-v428,API,PostgreSQL.orders,warehouse.order_fact,335048,335048,0,72968,checkpoint-000329,2026-08-13T10:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/329
RUN-0330,CSV-RUN-667,global:successful-runs,TASK-global-0330,EXEC-global-0330,cfg-v429,KAFKA,MySQL.customer,lake.customer,336039,336039,0,73099,checkpoint-000330,2026-08-13T10:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/330
RUN-0331,CSV-RUN-667,global:successful-runs,TASK-global-0331,EXEC-global-0331,cfg-v430,FULL,Kafka.payment,warehouse.payment,337030,337030,0,73230,checkpoint-000331,2026-08-13T10:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/331
RUN-0332,CSV-RUN-667,global:successful-runs,TASK-global-0332,EXEC-global-0332,cfg-v431,INCREMENTAL,CSV.daily_sales,staging.daily_sales,338021,338021,0,73361,checkpoint-000332,2026-08-13T10:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/332
RUN-0333,CSV-RUN-667,global:successful-runs,TASK-global-0333,EXEC-global-0333,cfg-v432,CDC,API.inventory,warehouse.inventory,339012,339012,0,73492,checkpoint-000333,2026-08-13T11:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/333
RUN-0334,CSV-RUN-667,global:successful-runs,TASK-global-0334,EXEC-global-0334,cfg-v433,FILE,MinIO.parquet/events,lake.events,340003,340003,0,73623,checkpoint-000334,2026-08-13T11:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/334
RUN-0335,CSV-RUN-667,global:successful-runs,TASK-global-0335,EXEC-global-0335,cfg-v434,API,MongoDB.profile,warehouse.profile,340994,340994,0,73754,checkpoint-000335,2026-08-13T11:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/335
RUN-0336,CSV-RUN-667,global:successful-runs,TASK-global-0336,EXEC-global-0336,cfg-v435,KAFKA,PostgreSQL.refund,warehouse.refund_fact,341985,341985,0,73885,checkpoint-000336,2026-08-13T11:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/336
RUN-0337,CSV-RUN-667,global:successful-runs,TASK-global-0337,EXEC-global-0337,cfg-v436,FULL,PostgreSQL.orders,warehouse.order_fact,342976,342976,0,74016,checkpoint-000337,2026-08-13T12:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/337
RUN-0338,CSV-RUN-667,global:successful-runs,TASK-global-0338,EXEC-global-0338,cfg-v437,INCREMENTAL,MySQL.customer,lake.customer,343967,343967,0,74147,checkpoint-000338,2026-08-13T12:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/338
RUN-0339,CSV-RUN-667,global:successful-runs,TASK-global-0339,EXEC-global-0339,cfg-v438,CDC,Kafka.payment,warehouse.payment,344958,344958,0,74278,checkpoint-000339,2026-08-13T12:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/339
RUN-0340,CSV-RUN-667,global:successful-runs,TASK-global-0340,EXEC-global-0340,cfg-v439,FILE,CSV.daily_sales,staging.daily_sales,345949,345949,0,74409,checkpoint-000340,2026-08-13T12:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/340
RUN-0341,CSV-RUN-667,global:successful-runs,TASK-global-0341,EXEC-global-0341,cfg-v440,API,API.inventory,warehouse.inventory,346940,346940,0,74540,checkpoint-000341,2026-08-13T13:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/341
RUN-0342,CSV-RUN-667,global:successful-runs,TASK-global-0342,EXEC-global-0342,cfg-v441,KAFKA,MinIO.parquet/events,lake.events,347931,347931,0,74671,checkpoint-000342,2026-08-13T13:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/342
RUN-0343,CSV-RUN-667,global:successful-runs,TASK-global-0343,EXEC-global-0343,cfg-v442,FULL,MongoDB.profile,warehouse.profile,348922,348922,0,74802,checkpoint-000343,2026-08-13T13:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/343
RUN-0344,CSV-RUN-667,global:successful-runs,TASK-global-0344,EXEC-global-0344,cfg-v443,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,349913,349913,0,74933,checkpoint-000344,2026-08-13T13:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/344
RUN-0345,CSV-RUN-667,global:successful-runs,TASK-global-0345,EXEC-global-0345,cfg-v444,CDC,PostgreSQL.orders,warehouse.order_fact,350904,350904,0,75064,checkpoint-000345,2026-08-13T14:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/345
RUN-0346,CSV-RUN-667,global:successful-runs,TASK-global-0346,EXEC-global-0346,cfg-v445,FILE,MySQL.customer,lake.customer,351895,351895,0,75195,checkpoint-000346,2026-08-13T14:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/346
RUN-0347,CSV-RUN-667,global:successful-runs,TASK-global-0347,EXEC-global-0347,cfg-v446,API,Kafka.payment,warehouse.payment,352886,352886,0,75326,checkpoint-000347,2026-08-13T14:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/347
RUN-0348,CSV-RUN-667,global:successful-runs,TASK-global-0348,EXEC-global-0348,cfg-v447,KAFKA,CSV.daily_sales,staging.daily_sales,353877,353877,0,75457,checkpoint-000348,2026-08-13T14:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/348
RUN-0349,CSV-RUN-667,global:successful-runs,TASK-global-0349,EXEC-global-0349,cfg-v448,FULL,API.inventory,warehouse.inventory,354868,354868,0,75588,checkpoint-000349,2026-08-13T15:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/349
RUN-0350,CSV-RUN-667,global:successful-runs,TASK-global-0350,EXEC-global-0350,cfg-v449,INCREMENTAL,MinIO.parquet/events,lake.events,355859,355859,0,75719,checkpoint-000350,2026-08-13T15:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/350
RUN-0351,CSV-RUN-667,global:successful-runs,TASK-global-0351,EXEC-global-0351,cfg-v450,CDC,MongoDB.profile,warehouse.profile,356850,356850,0,75850,checkpoint-000351,2026-08-13T15:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/351
RUN-0352,CSV-RUN-667,global:successful-runs,TASK-global-0352,EXEC-global-0352,cfg-v451,FILE,PostgreSQL.refund,warehouse.refund_fact,357841,357841,0,75981,checkpoint-000352,2026-08-13T15:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/352
RUN-0353,CSV-RUN-667,global:successful-runs,TASK-global-0353,EXEC-global-0353,cfg-v452,API,PostgreSQL.orders,warehouse.order_fact,358832,358832,0,76112,checkpoint-000353,2026-08-13T16:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/353
RUN-0354,CSV-RUN-667,global:successful-runs,TASK-global-0354,EXEC-global-0354,cfg-v453,KAFKA,MySQL.customer,lake.customer,359823,359823,0,76243,checkpoint-000354,2026-08-13T16:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/354
RUN-0355,CSV-RUN-667,global:successful-runs,TASK-global-0355,EXEC-global-0355,cfg-v454,FULL,Kafka.payment,warehouse.payment,360814,360814,0,76374,checkpoint-000355,2026-08-13T16:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/355
RUN-0356,CSV-RUN-667,global:successful-runs,TASK-global-0356,EXEC-global-0356,cfg-v455,INCREMENTAL,CSV.daily_sales,staging.daily_sales,361805,361805,0,76505,checkpoint-000356,2026-08-13T16:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/356
RUN-0357,CSV-RUN-667,global:successful-runs,TASK-global-0357,EXEC-global-0357,cfg-v456,CDC,API.inventory,warehouse.inventory,362796,362796,0,76636,checkpoint-000357,2026-08-13T17:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/357
RUN-0358,CSV-RUN-667,global:successful-runs,TASK-global-0358,EXEC-global-0358,cfg-v457,FILE,MinIO.parquet/events,lake.events,363787,363787,0,76767,checkpoint-000358,2026-08-13T17:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/358
RUN-0359,CSV-RUN-667,global:successful-runs,TASK-global-0359,EXEC-global-0359,cfg-v458,API,MongoDB.profile,warehouse.profile,364778,364778,0,76898,checkpoint-000359,2026-08-13T17:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/359
RUN-0360,CSV-RUN-667,global:successful-runs,TASK-global-0360,EXEC-global-0360,cfg-v459,KAFKA,PostgreSQL.refund,warehouse.refund_fact,365769,365769,0,77029,checkpoint-000360,2026-08-13T17:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/360
RUN-0361,CSV-RUN-667,global:successful-runs,TASK-global-0361,EXEC-global-0361,cfg-v460,FULL,PostgreSQL.orders,warehouse.order_fact,366760,366760,0,77160,checkpoint-000361,2026-08-13T18:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/361
RUN-0362,CSV-RUN-667,global:successful-runs,TASK-global-0362,EXEC-global-0362,cfg-v461,INCREMENTAL,MySQL.customer,lake.customer,367751,367751,0,77291,checkpoint-000362,2026-08-13T18:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/362
RUN-0363,CSV-RUN-667,global:successful-runs,TASK-global-0363,EXEC-global-0363,cfg-v462,CDC,Kafka.payment,warehouse.payment,368742,368742,0,77422,checkpoint-000363,2026-08-13T18:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/363
RUN-0364,CSV-RUN-667,global:successful-runs,TASK-global-0364,EXEC-global-0364,cfg-v463,FILE,CSV.daily_sales,staging.daily_sales,369733,369733,0,77553,checkpoint-000364,2026-08-13T18:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/364
RUN-0365,CSV-RUN-667,global:successful-runs,TASK-global-0365,EXEC-global-0365,cfg-v464,API,API.inventory,warehouse.inventory,370724,370724,0,77684,checkpoint-000365,2026-08-13T19:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/365
RUN-0366,CSV-RUN-667,global:successful-runs,TASK-global-0366,EXEC-global-0366,cfg-v465,KAFKA,MinIO.parquet/events,lake.events,371715,371715,0,77815,checkpoint-000366,2026-08-13T19:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/366
RUN-0367,CSV-RUN-667,global:successful-runs,TASK-global-0367,EXEC-global-0367,cfg-v466,FULL,MongoDB.profile,warehouse.profile,372706,372706,0,77946,checkpoint-000367,2026-08-13T19:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/367
RUN-0368,CSV-RUN-667,global:successful-runs,TASK-global-0368,EXEC-global-0368,cfg-v467,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,373697,373697,0,78077,checkpoint-000368,2026-08-13T19:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/368
RUN-0369,CSV-RUN-667,global:successful-runs,TASK-global-0369,EXEC-global-0369,cfg-v468,CDC,PostgreSQL.orders,warehouse.order_fact,374688,374688,0,78208,checkpoint-000369,2026-08-13T20:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/369
RUN-0370,CSV-RUN-667,global:successful-runs,TASK-global-0370,EXEC-global-0370,cfg-v469,FILE,MySQL.customer,lake.customer,375679,375679,0,78339,checkpoint-000370,2026-08-13T20:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/370
RUN-0371,CSV-RUN-667,global:successful-runs,TASK-global-0371,EXEC-global-0371,cfg-v470,API,Kafka.payment,warehouse.payment,376670,376670,0,78470,checkpoint-000371,2026-08-13T20:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/371
RUN-0372,CSV-RUN-667,global:successful-runs,TASK-global-0372,EXEC-global-0372,cfg-v471,KAFKA,CSV.daily_sales,staging.daily_sales,377661,377661,0,78601,checkpoint-000372,2026-08-13T20:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/372
RUN-0373,CSV-RUN-667,global:successful-runs,TASK-global-0373,EXEC-global-0373,cfg-v472,FULL,API.inventory,warehouse.inventory,378652,378652,0,78732,checkpoint-000373,2026-08-13T21:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/373
RUN-0374,CSV-RUN-667,global:successful-runs,TASK-global-0374,EXEC-global-0374,cfg-v473,INCREMENTAL,MinIO.parquet/events,lake.events,379643,379643,0,78863,checkpoint-000374,2026-08-13T21:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/374
RUN-0375,CSV-RUN-667,global:successful-runs,TASK-global-0375,EXEC-global-0375,cfg-v474,CDC,MongoDB.profile,warehouse.profile,380634,380634,0,78994,checkpoint-000375,2026-08-13T21:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/375
RUN-0376,CSV-RUN-667,global:successful-runs,TASK-global-0376,EXEC-global-0376,cfg-v475,FILE,PostgreSQL.refund,warehouse.refund_fact,381625,381625,0,79125,checkpoint-000376,2026-08-13T21:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/376
RUN-0377,CSV-RUN-667,global:successful-runs,TASK-global-0377,EXEC-global-0377,cfg-v476,API,PostgreSQL.orders,warehouse.order_fact,382616,382616,0,79256,checkpoint-000377,2026-08-13T22:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/377
RUN-0378,CSV-RUN-667,global:successful-runs,TASK-global-0378,EXEC-global-0378,cfg-v477,KAFKA,MySQL.customer,lake.customer,383607,383607,0,79387,checkpoint-000378,2026-08-13T22:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/378
RUN-0379,CSV-RUN-667,global:successful-runs,TASK-global-0379,EXEC-global-0379,cfg-v478,FULL,Kafka.payment,warehouse.payment,384598,384598,0,79518,checkpoint-000379,2026-08-13T22:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/379
RUN-0380,CSV-RUN-667,global:successful-runs,TASK-global-0380,EXEC-global-0380,cfg-v479,INCREMENTAL,CSV.daily_sales,staging.daily_sales,385589,385589,0,79649,checkpoint-000380,2026-08-13T22:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/380
RUN-0381,CSV-RUN-667,global:successful-runs,TASK-global-0381,EXEC-global-0381,cfg-v480,CDC,API.inventory,warehouse.inventory,386580,386580,0,79780,checkpoint-000381,2026-08-13T23:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/381
RUN-0382,CSV-RUN-667,global:successful-runs,TASK-global-0382,EXEC-global-0382,cfg-v481,FILE,MinIO.parquet/events,lake.events,387571,387571,0,79911,checkpoint-000382,2026-08-13T23:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/382
RUN-0383,CSV-RUN-667,global:successful-runs,TASK-global-0383,EXEC-global-0383,cfg-v482,API,MongoDB.profile,warehouse.profile,388562,388562,0,80042,checkpoint-000383,2026-08-13T23:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/383
RUN-0384,CSV-RUN-667,global:successful-runs,TASK-global-0384,EXEC-global-0384,cfg-v483,KAFKA,PostgreSQL.refund,warehouse.refund_fact,389553,389553,0,80173,checkpoint-000384,2026-08-13T23:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/384
RUN-0385,CSV-RUN-667,global:successful-runs,TASK-global-0385,EXEC-global-0385,cfg-v484,FULL,PostgreSQL.orders,warehouse.order_fact,390544,390544,0,80304,checkpoint-000385,2026-08-14T00:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/385
RUN-0386,CSV-RUN-667,global:successful-runs,TASK-global-0386,EXEC-global-0386,cfg-v485,INCREMENTAL,MySQL.customer,lake.customer,391535,391535,0,80435,checkpoint-000386,2026-08-14T00:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/386
RUN-0387,CSV-RUN-667,global:successful-runs,TASK-global-0387,EXEC-global-0387,cfg-v486,CDC,Kafka.payment,warehouse.payment,392526,392526,0,80566,checkpoint-000387,2026-08-14T00:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/387
RUN-0388,CSV-RUN-667,global:successful-runs,TASK-global-0388,EXEC-global-0388,cfg-v487,FILE,CSV.daily_sales,staging.daily_sales,393517,393517,0,80697,checkpoint-000388,2026-08-14T00:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/global/388
